platillo,tiempo,dia,theme,food_id,alimento_match,gramos,ingrediente_texto,porcion_original,confianza,nivel,metodo,revisar
D07 Desayuno · Calabacitas,Desayuno,7,🇲🇽 Mexicana,huevo-entero-fresco,Huevo entero fresco,132,3 huevo,3 huevo + ½ taza claras,0.9,alta,3.0×pieza(44.0g),
D07 Desayuno · Calabacitas,Desayuno,7,🇲🇽 Mexicana,clara-de-huevo,Clara de huevo,,½ taza claras,3 huevo + ½ taza claras,0.9,media,REVISAR-medida(taza≠pieza),SI
D07 Desayuno · Calabacitas,Desayuno,7,🇲🇽 Mexicana,pan-integral,Pan integral,100,4 reb pan integral,4 reb pan integral,0.9,alta,4.0×rebanada(25.0g),
D07 Desayuno · Calabacitas,Desayuno,7,🇲🇽 Mexicana,,,,"Sal, pimienta y orégano al gusto","Sal, pimienta y orégano al gusto",0.0,baja,sin-cantidad,SI
D07 Comida · Bistec de Res,Comida,7,🇲🇽 Mexicana,bistec-de-res,Bistec de res,200,200 g bistec de res salpimentado,200 g bistec de res salpimentado,0.9,alta,gramos-directos,
D07 Comida · Bistec de Res,Comida,7,🇲🇽 Mexicana,pure-de-jitomate,Puré de jitomate,,Salsa de tomate hecha en casa,Salsa de tomate hecha en casa,0.9,media,sin-cantidad,SI
D07 Comida · Bistec de Res,Comida,7,🇲🇽 Mexicana,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,0.9,alta,2.0×taza(188.0g),
D07 Cena · Ensalada Cremosa de Atún,Cena,7,🇲🇽 Mexicana,atun-en-agua-drenado,Atún en agua drenado,200,2 latas atún en agua,2 latas atún en agua,0.9,alta,2.0×lata(100.0g),
D07 Cena · Ensalada Cremosa de Atún,Cena,7,🇲🇽 Mexicana,papa-cocida,Papa cocida,272,2 papa cocida,2 papa cocida,0.9,alta,2.0×pieza(136.0g),
D07 Cena · Ensalada Cremosa de Atún,Cena,7,🇲🇽 Mexicana,lechuga,Lechuga,,"Lechuga picada, pepino y zanahoria rallada","Lechuga picada, pepino y zanahoria rallada",0.9,media,sin-cantidad,SI
D07 Cena · Ensalada Cremosa de Atún,Cena,7,🇲🇽 Mexicana,mayonesa-light,Mayonesa light,,1 cdita mayonesa light,1 cdita mayonesa light + 1 cda yogurt natural + limón,0.9,media,REVISAR-medida(cdita≠cucharada),SI
D07 Cena · Ensalada Cremosa de Atún,Cena,7,🇲🇽 Mexicana,yoghurt-natural,Yoghurt natural,,1 cda yogurt natural,1 cdita mayonesa light + 1 cda yogurt natural + limón,0.9,media,REVISAR-medida(cda≠taza),SI
D07 Cena · Ensalada Cremosa de Atún,Cena,7,🇲🇽 Mexicana,limon,Limón,,limón,1 cdita mayonesa light + 1 cda yogurt natural + limón,0.9,media,sin-cantidad,SI
D07 Cena · Ensalada Cremosa de Atún,Cena,7,🇲🇽 Mexicana,pan-integral,Pan integral,100,4 reb pan integral,4 reb pan integral,0.9,alta,4.0×rebanada(25.0g),
D07 Snack AM · Snack AM,Snack AM,7,🇲🇽 Mexicana,pera,Pera,162,1 pz de pera,1 pz de pera,0.9,alta,1.0×pieza(162.0g),
D07 Snack PM · Snack PM,Snack PM,7,🇲🇽 Mexicana,cacahuate,Cacahuate,15,15 g semillas (cacahuates naturales),15 g semillas (cacahuates naturales),0.9,alta,gramos-directos,
D08 Desayuno · Yogurt Coco-Mango,Desayuno,8,🇯🇵 Japonesa,yoghurt-natural,Yoghurt natural,227,1 tz yogurt natural sin azúcar,1 tz yogurt natural sin azúcar,0.9,alta,1.0×taza(227.0g),
D08 Desayuno · Yogurt Coco-Mango,Desayuno,8,🇯🇵 Japonesa,mango-picado,Mango picado,165,1 taza mango en cubos,1 taza mango en cubos,0.9,alta,1.0×taza(165.0g),
D08 Desayuno · Yogurt Coco-Mango,Desayuno,8,🇯🇵 Japonesa,platano,Plátano,54,½ pz plátano,½ pz plátano,0.9,alta,0.5×pieza(108.0g),
D08 Desayuno · Yogurt Coco-Mango,Desayuno,8,🇯🇵 Japonesa,coco-rallado,Coco rallado,,2 cdas coco rallado natural sin azúcar,2 cdas coco rallado natural sin azúcar,0.9,media,REVISAR-medida(cda≠cucharada),SI
D08 Desayuno · Yogurt Coco-Mango,Desayuno,8,🇯🇵 Japonesa,amaranto-tostado,Amaranto tostado,,2 cda amaranto inflado,2 cda amaranto inflado,0.9,media,REVISAR-medida(cda≠taza),SI
D08 Desayuno · Yogurt Coco-Mango,Desayuno,8,🇯🇵 Japonesa,miel,Miel,,1 cdita miel,1 cdita miel,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D08 Comida · Pollo Teriyaki,Comida,8,🇯🇵 Japonesa,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,200,200 g pechuga de pollo,200 g pechuga de pollo,0.9,alta,gramos-directos,
D08 Comida · Pollo Teriyaki,Comida,8,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,0.9,alta,2.0×taza(188.0g),
D08 Comida · Pollo Teriyaki,Comida,8,🇯🇵 Japonesa,,,,"Brócoli, zanahoria, calabacita o pimiento","Brócoli, zanahoria, calabacita o pimiento",0.0,baja,sin-cantidad,SI
D08 Comida · Pollo Teriyaki,Comida,8,🇯🇵 Japonesa,salsa-teriyaki,Salsa Teriyaki,,Salsa teriyaki ligera casera,Salsa teriyaki ligera casera,0.9,media,sin-cantidad,SI
D08 Comida · Pollo Teriyaki,Comida,8,🇯🇵 Japonesa,edamame,Edamame,96,½ taza edamames cocidos,½ taza edamames cocidos,0.9,alta,0.5×taza(192.86g),
D08 Cena · Fideos con Verdura,Cena,8,🇯🇵 Japonesa,fideo-cocido,Fideo cocido,80,2 tz fideos cocidos,2 tz fideos cocidos,0.9,alta,2.0×taza(40.0g),
D08 Cena · Fideos con Verdura,Cena,8,🇯🇵 Japonesa,tofu-firme,"Tofu, firme",180,180 g tofu firme (o 180 g pollo),180 g tofu firme (o 180 g pollo),0.9,alta,gramos-directos,
D08 Cena · Fideos con Verdura,Cena,8,🇯🇵 Japonesa,pimiento-fresco,Pimiento fresco,,Pimientos,Pimientos + champiñones + zanahoria + chile cayenna,0.9,media,sin-cantidad,SI
D08 Cena · Fideos con Verdura,Cena,8,🇯🇵 Japonesa,champinon-crudo-entero,Champiñón crudo entero,,champiñones,Pimientos + champiñones + zanahoria + chile cayenna,0.9,media,sin-cantidad,SI
D08 Cena · Fideos con Verdura,Cena,8,🇯🇵 Japonesa,zanahoria-picada-cruda,Zanahoria picada cruda,,zanahoria,Pimientos + champiñones + zanahoria + chile cayenna,0.9,media,sin-cantidad,SI
D08 Cena · Fideos con Verdura,Cena,8,🇯🇵 Japonesa,chile-de-arbol-seco,Chile de arbol seco,,chile cayenna,Pimientos + champiñones + zanahoria + chile cayenna,0.9,media,sin-cantidad,SI
D08 Cena · Fideos con Verdura,Cena,8,🇯🇵 Japonesa,,,,"Salsa soya ligera, jengibre y limón","Salsa soya ligera, jengibre y limón",0.0,baja,sin-cantidad,SI
D08 Snack AM · Snack AM,Snack AM,8,🇯🇵 Japonesa,edamame,Edamame,96,½ taza edamames cocidos,½ taza edamames cocidos + sal o soya baja en sodio,0.9,alta,0.5×taza(192.86g),
D08 Snack AM · Snack AM,Snack AM,8,🇯🇵 Japonesa,,,,sal o soya baja en sodio,½ taza edamames cocidos + sal o soya baja en sodio,0.0,baja,sin-cantidad,SI
D08 Snack PM · Snack PM,Snack PM,8,🇯🇵 Japonesa,camote-al-horno,Camote al horno,212,1 tz camote al horno,1 tz camote al horno + 1 cda miel,0.9,alta,1.0×taza(212.12g),
D08 Snack PM · Snack PM,Snack PM,8,🇯🇵 Japonesa,miel,Miel,,1 cda miel,1 tz camote al horno + 1 cda miel,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D09 Desayuno · Bowl,Desayuno,9,🇯🇵 Japonesa,huevo-cocido,Huevo cocido,176,4 huevos cocidos,4 huevos cocidos,0.9,alta,4.0×pieza(44.0g),
D09 Desayuno · Bowl,Desayuno,9,🇯🇵 Japonesa,queso-fresco-de-cabra,Queso fresco de cabra,30,30 g queso fresco de cabra,30 g queso fresco de cabra,0.9,alta,gramos-directos,
D09 Desayuno · Bowl,Desayuno,9,🇯🇵 Japonesa,espinaca-cruda,Espinaca cruda,,Espinaca fresca,Espinaca fresca,0.9,media,sin-cantidad,SI
D09 Desayuno · Bowl,Desayuno,9,🇯🇵 Japonesa,aguacate-hass,Aguacate Hass,31,⅓ pz de aguacate,⅓ pz de aguacate,0.9,alta,0.3333333333333333×pieza(93.94g),
D09 Desayuno · Bowl,Desayuno,9,🇯🇵 Japonesa,blueberries,Blueberries,48,⅓ tz de blueberries,⅓ tz de blueberries,0.9,alta,0.3333333333333333×taza(142.67g),
D09 Desayuno · Bowl,Desayuno,9,🇯🇵 Japonesa,pan-integral,Pan integral,100,4 pz pan integral tostado,4 pz pan integral tostado,0.9,alta,4.0×rebanada(25.0g),
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,0.9,alta,2.0×taza(188.0g),
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,200,200 g pechuga de pollo o pescado blanco,200 g pechuga de pollo o pescado blanco,0.9,alta,gramos-directos,
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,Pepino,Pepino + zanahoria,0.9,media,sin-cantidad,SI
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,zanahoria-picada-cruda,Zanahoria picada cruda,,zanahoria,Pepino + zanahoria,0.9,media,sin-cantidad,SI
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,queso-crema,Queso crema,30,30 g queso crema,30 g queso crema,0.9,alta,gramos-directos,
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,aguacate-hass,Aguacate Hass,31,⅓ aguacate,⅓ aguacate,0.9,alta,0.3333333333333333×pieza(93.94g),
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,salsa-de-soya,Salsa de soya,,Salsa soya baja en sodio,Salsa soya baja en sodio + naranja + limón,0.9,media,sin-cantidad,SI
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,naranja,Naranja,,naranja,Salsa soya baja en sodio + naranja + limón,0.9,media,sin-cantidad,SI
D09 Comida · Poké Bowl,Comida,9,🇯🇵 Japonesa,limon,Limón,,limón,Salsa soya baja en sodio + naranja + limón,0.9,media,sin-cantidad,SI
D09 Cena · Sopa Miso,Cena,9,🇯🇵 Japonesa,miso-soybean-paste,Miso (soybean paste),,1 tz caldo de miso natural,1 tz caldo de miso natural,0.9,media,REVISAR-medida(taza≠gramos),SI
D09 Cena · Sopa Miso,Cena,9,🇯🇵 Japonesa,tofu-firme,"Tofu, firme",200,200 g tofu o pechuga de pollo,200 g tofu o pechuga de pollo,0.9,alta,gramos-directos,
D09 Cena · Sopa Miso,Cena,9,🇯🇵 Japonesa,espinaca-cruda,Espinaca cruda,,Espinaca,Espinaca + champiñones + cebolla,0.9,media,sin-cantidad,SI
D09 Cena · Sopa Miso,Cena,9,🇯🇵 Japonesa,champinon-crudo-entero,Champiñón crudo entero,,champiñones,Espinaca + champiñones + cebolla,0.9,media,sin-cantidad,SI
D09 Cena · Sopa Miso,Cena,9,🇯🇵 Japonesa,cebolla-blanca-rebanada,Cebolla blanca rebanada,,cebolla,Espinaca + champiñones + cebolla,0.9,media,sin-cantidad,SI
D09 Cena · Sopa Miso,Cena,9,🇯🇵 Japonesa,fideo-cocido,Fideo cocido,80,2 tz fideos cocidos,2 tz fideos cocidos,0.9,alta,2.0×taza(40.0g),
D09 Snack AM · Snack AM,Snack AM,9,🇯🇵 Japonesa,almendra,Almendra,10,10 g semillas (almendras),10 g semillas (almendras) + 1 plátano,0.9,alta,gramos-directos,
D09 Snack AM · Snack AM,Snack AM,9,🇯🇵 Japonesa,platano,Plátano,108,1 plátano,10 g semillas (almendras) + 1 plátano,0.9,alta,1.0×pieza(108.0g),
D09 Snack PM · Snack PM,Snack PM,9,🇯🇵 Japonesa,fresa-entera,Fresa entera,,1 tz de fresas,1 tz de fresas,0.9,media,REVISAR-medida(taza≠pieza),SI
D10 Desayuno · Avena con Manzana,Desayuno,10,🇯🇵 Japonesa,avena-en-hojuelas,Avena en hojuelas,40,1 tz avena,1 tz avena + agua,0.9,alta,1.0×taza(40.0g),
D10 Desayuno · Avena con Manzana,Desayuno,10,🇯🇵 Japonesa,,,,agua,1 tz avena + agua,0.0,baja,sin-cantidad,SI
D10 Desayuno · Avena con Manzana,Desayuno,10,🇯🇵 Japonesa,leche,Leche,480,2 tz leche,2 tz leche,0.9,alta,2.0×taza(240.0g),
D10 Desayuno · Avena con Manzana,Desayuno,10,🇯🇵 Japonesa,miel,Miel,,1 cda miel,1 cda miel + canela en polvo,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D10 Desayuno · Avena con Manzana,Desayuno,10,🇯🇵 Japonesa,canela-en-polvo,Canela en polvo,,canela en polvo,1 cda miel + canela en polvo,0.9,media,sin-cantidad,SI
D10 Desayuno · Avena con Manzana,Desayuno,10,🇯🇵 Japonesa,manzana,Manzana,106,1 manzana,1 manzana,0.9,alta,1.0×pieza(106.0g),
D10 Desayuno · Avena con Manzana,Desayuno,10,🇯🇵 Japonesa,nueces-mixtas,Nueces mixtas,,1 cda semillas mixtas,1 cda semillas mixtas,0.9,media,REVISAR-medida(cda≠cucharada),SI
D10 Desayuno · Avena con Manzana,Desayuno,10,🇯🇵 Japonesa,huevo-revuelto,Huevo revuelto,5,5 huevos revueltos,5 huevos revueltos,0.9,alta,5.0×gramos(1.0g),
D10 Comida · Ramen Ligero,Comida,10,🇯🇵 Japonesa,fideo-cocido,Fideo cocido,120,3 tz fideos cocidos,3 tz fideos cocidos,0.9,alta,3.0×taza(40.0g),
D10 Comida · Ramen Ligero,Comida,10,🇯🇵 Japonesa,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,200,200 g pollo o tofu firme,200 g pollo o tofu firme,0.9,alta,gramos-directos,
D10 Comida · Ramen Ligero,Comida,10,🇯🇵 Japonesa,espinaca-cruda,Espinaca cruda,,"Espinaca, brócoli y champiñones","Espinaca, brócoli y champiñones",0.9,media,sin-cantidad,SI
D10 Comida · Ramen Ligero,Comida,10,🇯🇵 Japonesa,huevo-entero-cocido,Huevo entero cocido,88,2 huevo cocido,2 huevo cocido,0.9,alta,2.0×pieza(44.0g),
D10 Comida · Ramen Ligero,Comida,10,🇯🇵 Japonesa,,,,"Caldo ligero (sal, salsa soya, chile cayena)","Caldo ligero (sal, salsa soya, chile cayena)",0.0,baja,sin-cantidad,SI
D10 Cena · Dumpling Rolls,Cena,10,🇯🇵 Japonesa,molida-de-res,Molida de res,200,200 g carne molida de res o pavo,200 g carne molida de res o pavo,0.9,alta,gramos-directos,
D10 Cena · Dumpling Rolls,Cena,10,🇯🇵 Japonesa,,,,"Zanahoria, champiñones y cebollín","Zanahoria, champiñones y cebollín",0.0,baja,sin-cantidad,SI
D10 Cena · Dumpling Rolls,Cena,10,🇯🇵 Japonesa,lechuga,Lechuga,180,4 hojas grandes de lechuga,4 hojas grandes de lechuga,0.9,alta,4.0×taza(45.0g),
D10 Cena · Dumpling Rolls,Cena,10,🇯🇵 Japonesa,ajonjoli,Ajonjolí,,1 cda de ajonjolí,1 cda de ajonjolí,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D10 Cena · Dumpling Rolls,Cena,10,🇯🇵 Japonesa,mayonesa-chipotle,Mayonesa chipotle,,Aderezo chipotle,Aderezo chipotle + salsa soya,0.9,media,sin-cantidad,SI
D10 Cena · Dumpling Rolls,Cena,10,🇯🇵 Japonesa,salsa-de-soya,Salsa de soya,,salsa soya,Aderezo chipotle + salsa soya,0.9,media,sin-cantidad,SI
D10 Cena · Dumpling Rolls,Cena,10,🇯🇵 Japonesa,quinoa-cruda,Quinoa cruda,,1 tz quinoa cocida,1 tz quinoa cocida,0.9,media,REVISAR-medida(taza≠gramos),SI
D10 Snack AM · Snack AM,Snack AM,10,🇯🇵 Japonesa,pan-integral,Pan integral,75,3 reb pan integral,3 reb pan integral + 2 cdas crema cacahuate + 2 pz pera,0.9,alta,3.0×rebanada(25.0g),
D10 Snack AM · Snack AM,Snack AM,10,🇯🇵 Japonesa,mantequilla-de-cacahuate,Mantequilla de cacahuate,,2 cdas crema cacahuate,3 reb pan integral + 2 cdas crema cacahuate + 2 pz pera,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D10 Snack AM · Snack AM,Snack AM,10,🇯🇵 Japonesa,pera,Pera,324,2 pz pera,3 reb pan integral + 2 cdas crema cacahuate + 2 pz pera,0.9,alta,2.0×pieza(162.0g),
D10 Snack PM · Snack PM,Snack PM,10,🇯🇵 Japonesa,camote-al-horno,Camote al horno,,2 pz camote al horno,2 pz camote al horno + 1 cda miel,0.9,media,REVISAR-medida(pieza≠taza),SI
D10 Snack PM · Snack PM,Snack PM,10,🇯🇵 Japonesa,miel,Miel,,1 cda miel,2 pz camote al horno + 1 cda miel,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D11 Desayuno · Pancakes de Camote,Desayuno,11,🇯🇵 Japonesa,pure-de-camote,Puré de camote,480,2 tz puré de camote,2 tz puré de camote,0.9,alta,2.0×taza(240.0g),
D11 Desayuno · Pancakes de Camote,Desayuno,11,🇯🇵 Japonesa,huevo-entero-fresco,Huevo entero fresco,44,1 huevo,1 huevo + ¼ tz claras,0.9,alta,1.0×pieza(44.0g),
D11 Desayuno · Pancakes de Camote,Desayuno,11,🇯🇵 Japonesa,clara-de-huevo,Clara de huevo,,¼ tz claras,1 huevo + ¼ tz claras,0.9,media,REVISAR-medida(taza≠pieza),SI
D11 Desayuno · Pancakes de Camote,Desayuno,11,🇯🇵 Japonesa,harina-de-avena,Harina de avena,,1 tz avena molida,1 tz avena molida,0.9,media,REVISAR-medida(taza≠cucharada),SI
D11 Desayuno · Pancakes de Camote,Desayuno,11,🇯🇵 Japonesa,,,,Canela y vainilla,Canela y vainilla,0.0,baja,sin-cantidad,SI
D11 Desayuno · Pancakes de Camote,Desayuno,11,🇯🇵 Japonesa,yoghurt-natural,Yoghurt natural,57,¼ tz yogur natural,¼ tz yogur natural + 1 cdta miel,0.9,alta,0.25×taza(227.0g),
D11 Desayuno · Pancakes de Camote,Desayuno,11,🇯🇵 Japonesa,miel,Miel,7,1 cdta miel,¼ tz yogur natural + 1 cdta miel,0.9,alta,1.0×cucharadita(7.0g),
D11 Desayuno · Pancakes de Camote,Desayuno,11,🇯🇵 Japonesa,huevo-entero-fresco,Huevo entero fresco,88,2 pz de huevos,2 pz de huevos,0.9,alta,2.0×pieza(44.0g),
D11 Comida · Salmón al Limón,Comida,11,🇯🇵 Japonesa,salmon,Salmón,180,180 g salmón al sartén,180 g salmón al sartén,0.9,alta,gramos-directos,
D11 Comida · Salmón al Limón,Comida,11,🇯🇵 Japonesa,mantequilla,Mantequilla,,1 cdita mantequilla,1 cdita mantequilla + ajo + limón,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D11 Comida · Salmón al Limón,Comida,11,🇯🇵 Japonesa,ajo-en-polvo,Ajo en polvo,,ajo,1 cdita mantequilla + ajo + limón,0.9,media,sin-cantidad,SI
D11 Comida · Salmón al Limón,Comida,11,🇯🇵 Japonesa,limon,Limón,,limón,1 cdita mantequilla + ajo + limón,0.9,media,sin-cantidad,SI
D11 Comida · Salmón al Limón,Comida,11,🇯🇵 Japonesa,papa-cocida,Papa cocida,136,1 pz de papa,1 pz de papa,0.9,alta,1.0×pieza(136.0g),
D11 Comida · Salmón al Limón,Comida,11,🇯🇵 Japonesa,esparragos,Espárragos,,Espárragos salteados,Espárragos salteados,0.9,media,sin-cantidad,SI
D11 Comida · Salmón al Limón,Comida,11,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,188,1 tz arroz cocido,1 tz arroz cocido,0.9,alta,1.0×taza(188.0g),
D11 Cena · Crema de Calabacín,Cena,11,🇯🇵 Japonesa,calabacita-alargada-cruda,Calabacita alargada cruda,,1 taza calabacita cocida,1 taza calabacita cocida,0.9,media,REVISAR-medida(taza≠pieza),SI
D11 Cena · Crema de Calabacín,Cena,11,🇯🇵 Japonesa,cebolla-blanca-rebanada,Cebolla blanca rebanada,29,¼ taza cebolla picada,¼ taza cebolla picada,0.9,alta,0.25×taza(116.0g),
D11 Cena · Crema de Calabacín,Cena,11,🇯🇵 Japonesa,leche-semidescremada,Leche semidescremada,116,½ taza leche baja en grasa,½ taza leche baja en grasa + 1 taza caldo de verduras,0.9,alta,0.5×taza(233.0g),
D11 Cena · Crema de Calabacín,Cena,11,🇯🇵 Japonesa,caldo,Caldo,240,1 taza caldo de verduras,½ taza leche baja en grasa + 1 taza caldo de verduras,0.9,alta,1.0×taza(240.0g),
D11 Cena · Crema de Calabacín,Cena,11,🇯🇵 Japonesa,queso-mozzarella-rallado,Queso Mozzarella rallado,120,120 g queso mozzarella rallado,120 g queso mozzarella rallado,0.9,alta,gramos-directos,
D11 Cena · Crema de Calabacín,Cena,11,🇯🇵 Japonesa,pan-integral,Pan integral,75,3 reb pan integral tostado,3 reb pan integral tostado,0.9,alta,3.0×rebanada(25.0g),
D11 Snack AM · Snack AM,Snack AM,11,🇯🇵 Japonesa,sandia-picada,Sandía picada,160,1 tz sandía,1 tz sandía + 1 tz pepino picado,0.9,alta,1.0×taza(160.0g),
D11 Snack AM · Snack AM,Snack AM,11,🇯🇵 Japonesa,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,104,1 tz pepino picado,1 tz sandía + 1 tz pepino picado,0.9,alta,1.0×taza(104.0g),
D11 Snack PM · Snack PM,Snack PM,11,🇯🇵 Japonesa,pan-de-caja,Pan de caja,54,2 reb pan,2 reb pan + 1 cda crema de cacahuate + 1 plátano,0.9,alta,2.0×rebanada(27.0g),
D11 Snack PM · Snack PM,Snack PM,11,🇯🇵 Japonesa,mantequilla-de-cacahuate,Mantequilla de cacahuate,,1 cda crema de cacahuate,2 reb pan + 1 cda crema de cacahuate + 1 plátano,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D11 Snack PM · Snack PM,Snack PM,11,🇯🇵 Japonesa,platano,Plátano,108,1 plátano,2 reb pan + 1 cda crema de cacahuate + 1 plátano,0.9,alta,1.0×pieza(108.0g),
D12 Desayuno · Rice Pudding Japonés,Desayuno,12,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,,Arroz cocido con agua primero,Arroz cocido con agua primero,0.9,media,sin-cantidad,SI
D12 Desayuno · Rice Pudding Japonés,Desayuno,12,🇯🇵 Japonesa,leche-descremada,Leche descremada,245,1 taza leche (descremada o vegetal),1 taza leche (descremada o vegetal),0.9,alta,1.0×taza(245.0g),
D12 Desayuno · Rice Pudding Japonés,Desayuno,12,🇯🇵 Japonesa,,,,"Canela, vainilla y pizca de sal a fuego bajo","Canela, vainilla y pizca de sal a fuego bajo",0.0,baja,sin-cantidad,SI
D12 Desayuno · Rice Pudding Japonés,Desayuno,12,🇯🇵 Japonesa,arroz-cocido,Arroz cocido,376,2 tz de arroz,2 tz de arroz,0.9,alta,2.0×taza(188.0g),
D12 Desayuno · Rice Pudding Japonés,Desayuno,12,🇯🇵 Japonesa,huevo-entero-fresco,Huevo entero fresco,132,3 pz de huevo,3 pz de huevo,0.9,alta,3.0×pieza(44.0g),
D12 Comida · Bowl de Camote,Comida,12,🇯🇵 Japonesa,pollo-sin-piel-cocido,Pollo sin piel cocido,180,180 g pollo o pescado cocido,180 g pollo o pescado cocido,0.9,alta,gramos-directos,
D12 Comida · Bowl de Camote,Comida,12,🇯🇵 Japonesa,camote-cocido,Camote cocido,,1 pz camote al sartén en cubos,1 pz camote al sartén en cubos,0.9,media,REVISAR-medida(pieza≠taza),SI
D12 Comida · Bowl de Camote,Comida,12,🇯🇵 Japonesa,quinoa-cruda,Quinoa cruda,,1 ½ tz quinoa,1 ½ tz quinoa,0.9,media,REVISAR-medida(taza≠gramos),SI
D12 Comida · Bowl de Camote,Comida,12,🇯🇵 Japonesa,espinaca-cruda,Espinaca cruda,,Espinaca y lechuga picada,Espinaca y lechuga picada,0.9,media,sin-cantidad,SI
D12 Comida · Bowl de Camote,Comida,12,🇯🇵 Japonesa,aguacate-hass,Aguacate Hass,31,⅓ pz aguacate,⅓ pz aguacate,0.9,alta,0.3333333333333333×pieza(93.94g),
D12 Comida · Bowl de Camote,Comida,12,🇯🇵 Japonesa,aderezo,Aderezo,,Aderezo del recetario,Aderezo del recetario,0.9,media,sin-cantidad,SI
D12 Cena · Croquetas de Papa,Cena,12,🇯🇵 Japonesa,papa-cocida,Papa cocida,,1 tz papa cocida y triturada,1 tz papa cocida y triturada,0.9,media,REVISAR-medida(taza≠pieza),SI
D12 Cena · Croquetas de Papa,Cena,12,🇯🇵 Japonesa,pechuga-sin-piel-desmenuzada,Pechuga sin piel desmenuzada,200,200 g pollo desmenuzado,200 g pollo desmenuzado,0.9,alta,gramos-directos,
D12 Cena · Croquetas de Papa,Cena,12,🇯🇵 Japonesa,calabacita-alargada-cruda,Calabacita alargada cruda,,Calabacita y cebolla rallada,Calabacita y cebolla rallada,0.9,media,sin-cantidad,SI
D12 Cena · Croquetas de Papa,Cena,12,🇯🇵 Japonesa,harina-de-avena,Harina de avena,,1 tz harina de avena,1 tz harina de avena,0.9,media,REVISAR-medida(taza≠cucharada),SI
D12 Cena · Croquetas de Papa,Cena,12,🇯🇵 Japonesa,huevo-batido-o-revuelto-cocido,Huevo batido o revuelto cocido,,1 pz huevo revuelto,1 pz huevo revuelto + sal,0.9,media,REVISAR-medida(pieza≠cucharada),SI
D12 Cena · Croquetas de Papa,Cena,12,🇯🇵 Japonesa,,,,sal,1 pz huevo revuelto + sal,0.0,baja,sin-cantidad,SI
D12 Cena · Croquetas de Papa,Cena,12,🇯🇵 Japonesa,aceite-de-aguacate,Aceite de aguacate,,1 cda aceite de aguacate,1 cda aceite de aguacate,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D12 Snack AM · Snack AM,Snack AM,12,🇯🇵 Japonesa,edamame,Edamame,96,"½ taza edamames cocidos, sal o soya","½ taza edamames cocidos, sal o soya",0.9,alta,0.5×taza(192.86g),
D12 Snack PM · Snack PM,Snack PM,12,🇯🇵 Japonesa,moras,Moras,144,1 tz frutos rojos,1 tz frutos rojos + ½ plátano,0.9,alta,1.0×taza(144.0g),
D12 Snack PM · Snack PM,Snack PM,12,🇯🇵 Japonesa,platano,Plátano,54,½ plátano,1 tz frutos rojos + ½ plátano,0.9,alta,0.5×pieza(108.0g),
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,platano,Plátano,108,1 pz plátano,1 pz plátano,0.9,alta,1.0×pieza(108.0g),
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,espinaca-cruda,Espinaca cruda,60,1 tz espinaca fresca,1 tz espinaca fresca,0.9,alta,1.0×taza(60.0g),
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,leche,Leche,240,1 tz leche,1 tz leche,0.9,alta,1.0×taza(240.0g),
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,nueces-mixtas,Nueces mixtas,,1 cda semillas mixtas (10 g),1 cda semillas mixtas (10 g),0.9,media,REVISAR-medida(cda≠cucharada),SI
D13 Desayuno · Smoothie de Plátano,Desayuno,13,🇯🇵 Japonesa,,,,Agua y hielos,Agua y hielos,0.0,baja,sin-cantidad,SI
